,Unnamed: 0,ZIP,LAT,LNG,state_abbr,county,city
15371,15371,47042,39.01944,-85.255113,IN,Ripley,Versailles
15372,15372,47043,38.790365,-85.090993,IN,Switzerland,Vevay
15373,15373,47060,39.301338,-84.885706,IN,Dearborn,W harrison
15374,15374,47102,38.765011,-85.792736,IN,Scott,Austin
15375,15375,47104,38.540304,-85.421392,,,
15376,15376,47106,38.4643,-85.89985,IN,Clark,Borden
15377,15377,47108,38.640027,-86.248533,IN,Washington,Campbellsburg
15378,15378,47110,38.098852,-86.185044,,,
15379,15379,47111,38.466355,-85.632505,IN,Clark,Charlestown
15380,15380,47112,38.195517,-86.162499,IN,Harrison,Corydon
15381,15381,47114,38.285817,-86.084556,IN,Harrison,Crandall
15382,15382,47115,38.348952,-86.209964,IN,Harrison,Depauw
15383,15383,47116,38.324227,-86.62201,IN,Crawford,Eckerty
15384,15384,47117,38.106642,-85.967356,IN,Harrison,Elizabeth
15385,15385,47118,38.310091,-86.49743,IN,Crawford,English
15386,15386,47119,38.371949,-85.881518,IN,Floyd,Floyds knobs
15387,15387,47120,38.460364,-86.18872,IN,Washington,Fredericksburg
15388,15388,47122,38.30596,-85.984844,IN,Floyd,Georgetown
15389,15389,47123,38.267133,-86.479372,IN,Crawford,Grantsburg
15390,15390,47124,38.371492,-86.010607,IN,Floyd,Greenville
15391,15391,47125,38.4636,-86.313139,IN,Washington,Hardinsburg
15392,15392,47126,38.547252,-85.776209,IN,Clark,Henryville
15393,15393,47129,38.313141,-85.768453,IN,Clark,Clarksville
15394,15394,47130,38.332696,-85.696419,IN,Clark,Jeffersonville
15395,15395,47135,38.048816,-86.074351,IN,Harrison,Laconia
15396,15396,47136,38.235079,-85.966763,IN,Harrison,Lanesville
15397,15397,47137,38.168121,-86.390479,IN,Crawford,Leavenworth
